,music,pets,flying,storm,darkness,heights,spiders,snakes,rats,ageing,dangerous_dogs,fear_of_public_speaking,smoking,alcohol,parents'_advice,internet_usage,branded_clothing,gender,left_-_right_handed,only_child
687,5.0,2.0,5.0,1.0,2.0,2.0,5.0,2,2.0,3.0,4.0,1.0,current smoker,social drinker,5.0,few hours a day,3.0,male,right handed,no
688,5.0,1.0,1.0,2.0,1.0,1.0,5.0,5,5.0,3.0,5.0,3.0,never smoked,social drinker,4.0,few hours a day,3.0,female,right handed,no
689,5.0,5.0,2.0,1.0,2.0,3.0,1.0,4,2.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
690,5.0,2.0,1.0,1.0,3.0,3.0,4.0,5,4.0,1.0,5.0,4.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
691,5.0,3.0,1.0,2.0,2.0,2.0,5.0,5,4.0,3.0,3.0,4.0,current smoker,drink a lot,3.0,less than an hour a day,3.0,female,right handed,yes
692,5.0,3.0,2.0,3.0,3.0,3.0,1.0,1,1.0,3.0,2.0,3.0,never smoked,social drinker,3.0,few hours a day,4.0,male,right handed,yes
693,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3,4.0,3.0,5.0,4.0,tried smoking,never,3.0,few hours a day,3.0,female,right handed,yes
694,5.0,1.0,2.0,2.0,1.0,1.0,3.0,5,2.0,1.0,2.0,1.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
695,5.0,5.0,2.0,4.0,3.0,3.0,5.0,3,2.0,1.0,1.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,female,right handed,yes
696,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,never smoked,social drinker,3.0,less than an hour a day,2.0,female,right handed,yes
697,5.0,1.0,1.0,3.0,3.0,2.0,5.0,5,5.0,1.0,4.0,5.0,never smoked,social drinker,3.0,most of the day,3.0,female,right handed,no
698,5.0,2.0,5.0,3.0,3.0,3.0,2.0,4,4.0,5.0,5.0,4.0,current smoker,social drinker,5.0,most of the day,5.0,female,right handed,yes
699,5.0,1.0,3.0,2.0,2.0,2.0,2.0,4,3.0,3.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,no
700,5.0,5.0,1.0,3.0,3.0,3.0,2.0,5,5.0,3.0,5.0,1.0,current smoker,never,3.0,few hours a day,2.0,female,right handed,no
701,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1,1.0,2.0,1.0,2.0,never smoked,never,4.0,few hours a day,3.0,female,right handed,no
702,5.0,2.0,1.0,1.0,2.0,2.0,4.0,4,4.0,1.0,3.0,1.0,current smoker,social drinker,3.0,most of the day,5.0,male,right handed,no
703,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,3.0,2.0,current smoker,drink a lot,3.0,few hours a day,5.0,male,right handed,no
704,5.0,4.0,1.0,1.0,4.0,1.0,5.0,4,2.0,3.0,4.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,4.0,female,right handed,no
705,5.0,5.0,1.0,4.0,1.0,1.0,1.0,5,1.0,1.0,1.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
706,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1.0,5.0,current smoker,drink a lot,3.0,few hours a day,5.0,male,right handed,yes
707,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2,3.0,5.0,3.0,4.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
708,5.0,5.0,4.0,1.0,1.0,5.0,1.0,3,1.0,1.0,1.0,2.0,,,2.0,few hours a day,2.0,male,right handed,no
709,5.0,3.0,1.0,2.0,2.0,2.0,1.0,1,2.0,3.0,2.0,4.0,current smoker,drink a lot,3.0,less than an hour a day,3.0,female,right handed,yes
710,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1,1.0,5.0,2.0,1.0,former smoker,drink a lot,4.0,few hours a day,3.0,female,right handed,no
711,4.0,5.0,3.0,2.0,4.0,5.0,2.0,5,4.0,1.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
712,5.0,3.0,1.0,2.0,3.0,3.0,5.0,4,3.0,1.0,3.0,3.0,never smoked,never,4.0,few hours a day,4.0,female,right handed,no
713,5.0,3.0,1.0,4.0,3.0,4.0,5.0,3,3.0,4.0,3.0,1.0,former smoker,social drinker,3.0,most of the day,2.0,female,right handed,no
714,5.0,5.0,1.0,4.0,4.0,4.0,4.0,4,4.0,1.0,4.0,5.0,tried smoking,social drinker,4.0,less than an hour a day,3.0,female,right handed,yes
715,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2.0,2.0,never smoked,never,3.0,few hours a day,4.0,male,left handed,no
716,5.0,2.0,1.0,1.0,2.0,3.0,3.0,1,1.0,1.0,3.0,3.0,former smoker,drink a lot,4.0,less than an hour a day,4.0,male,right handed,no
717,5.0,5.0,1.0,1.0,1.0,2.0,3.0,4,1.0,1.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
718,5.0,4.0,3.0,3.0,2.0,1.0,5.0,1,1.0,3.0,3.0,2.0,never smoked,social drinker,3.0,less than an hour a day,2.0,female,right handed,no
719,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3.0,3.0,former smoker,social drinker,3.0,few hours a day,2.0,male,left handed,no
720,4.0,1.0,1.0,1.0,3.0,1.0,1.0,2,1.0,1.0,5.0,5.0,former smoker,social drinker,4.0,few hours a day,2.0,female,right handed,no
721,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1,1.0,1.0,1.0,1.0,never smoked,social drinker,5.0,less than an hour a day,4.0,female,right handed,no
722,5.0,1.0,3.0,3.0,5.0,3.0,2.0,4,4.0,2.0,4.0,3.0,former smoker,drink a lot,4.0,few hours a day,4.0,female,right handed,yes
723,5.0,1.0,2.0,3.0,4.0,5.0,5.0,5,4.0,5.0,5.0,3.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,no
724,4.0,2.0,1.0,2.0,2.0,1.0,5.0,3,1.0,2.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
725,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1,1.0,3.0,1.0,4.0,current smoker,drink a lot,3.0,few hours a day,4.0,male,right handed,yes
726,5.0,5.0,1.0,1.0,1.0,4.0,3.0,3,1.0,3.0,4.0,1.0,current smoker,drink a lot,3.0,less than an hour a day,4.0,male,right handed,no
727,5.0,1.0,3.0,1.0,1.0,5.0,3.0,5,5.0,2.0,3.0,3.0,tried smoking,never,3.0,less than an hour a day,5.0,male,left handed,yes
728,5.0,5.0,1.0,1.0,3.0,1.0,5.0,5,5.0,5.0,3.0,1.0,never smoked,social drinker,3.0,few hours a day,5.0,female,right handed,no
729,5.0,5.0,1.0,1.0,2.0,4.0,2.0,4,2.0,1.0,3.0,4.0,former smoker,social drinker,4.0,few hours a day,3.0,male,right handed,no
730,5.0,5.0,1.0,3.0,2.0,2.0,2.0,5,3.0,3.0,2.0,1.0,former smoker,never,2.0,few hours a day,1.0,female,right handed,no
731,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,2.0,4.0,3.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,no
732,5.0,1.0,3.0,2.0,2.0,2.0,2.0,4,4.0,2.0,2.0,2.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,yes
733,4.0,5.0,4.0,2.0,2.0,3.0,2.0,4,4.0,4.0,3.0,2.0,never smoked,social drinker,3.0,most of the day,2.0,female,right handed,no
734,5.0,1.0,1.0,2.0,1.0,3.0,1.0,2,1.0,2.0,4.0,2.0,never smoked,social drinker,5.0,less than an hour a day,1.0,female,right handed,no
735,2.0,3.0,5.0,3.0,2.0,4.0,3.0,5,3.0,4.0,5.0,3.0,never smoked,never,5.0,no time at all,2.0,female,right handed,no
736,4.0,4.0,2.0,2.0,4.0,3.0,3.0,2,1.0,4.0,1.0,2.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
737,5.0,5.0,3.0,3.0,4.0,3.0,3.0,2,4.0,5.0,3.0,3.0,former smoker,drink a lot,3.0,most of the day,3.0,female,right handed,yes
738,5.0,4.0,1.0,1.0,1.0,2.0,1.0,5,1.0,1.0,5.0,3.0,current smoker,drink a lot,3.0,few hours a day,4.0,male,right handed,no
739,5.0,4.0,1.0,1.0,2.0,1.0,2.0,2,1.0,1.0,1.0,1.0,tried smoking,drink a lot,3.0,few hours a day,1.0,male,right handed,yes
740,4.0,4.0,1.0,1.0,1.0,1.0,3.0,5,3.0,3.0,1.0,3.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,male,right handed,no
741,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,never smoked,social drinker,5.0,few hours a day,4.0,female,right handed,no
742,5.0,1.0,1.0,1.0,2.0,4.0,2.0,2,3.0,1.0,3.0,2.0,former smoker,drink a lot,1.0,few hours a day,5.0,male,right handed,no
743,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1,1.0,1.0,1.0,2.0,tried smoking,drink a lot,4.0,few hours a day,5.0,male,right handed,yes
744,5.0,3.0,1.0,1.0,2.0,3.0,1.0,3,1.0,1.0,3.0,4.0,tried smoking,social drinker,2.0,less than an hour a day,2.0,male,right handed,no
745,5.0,4.0,2.0,3.0,2.0,4.0,3.0,3,1.0,1.0,2.0,2.0,tried smoking,social drinker,3.0,most of the day,1.0,male,left handed,no
746,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5,5.0,5.0,5.0,3.0,never smoked,drink a lot,4.0,few hours a day,3.0,female,right handed,no
747,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1,1.0,1.0,5.0,5.0,former smoker,social drinker,4.0,few hours a day,1.0,female,right handed,no
748,5.0,5.0,4.0,1.0,3.0,3.0,5.0,1,1.0,3.0,1.0,1.0,never smoked,never,3.0,less than an hour a day,2.0,female,right handed,no
749,5.0,4.0,3.0,1.0,1.0,3.0,3.0,3,3.0,1.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,yes
750,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,never smoked,social drinker,3.0,less than an hour a day,3.0,female,left handed,no
751,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,4.0,tried smoking,social drinker,4.0,few hours a day,2.0,female,right handed,no
752,5.0,1.0,2.0,5.0,4.0,1.0,2.0,4,5.0,4.0,5.0,4.0,tried smoking,social drinker,4.0,few hours a day,4.0,female,right handed,no
753,5.0,5.0,2.0,2.0,2.0,3.0,2.0,4,2.0,3.0,2.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
754,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,former smoker,drink a lot,1.0,few hours a day,3.0,male,right handed,yes
755,5.0,5.0,3.0,4.0,4.0,3.0,1.0,3,3.0,4.0,3.0,4.0,tried smoking,social drinker,3.0,few hours a day,3.0,female,right handed,no
756,5.0,5.0,2.0,1.0,2.0,2.0,1.0,2,1.0,3.0,2.0,1.0,former smoker,drink a lot,4.0,few hours a day,3.0,male,right handed,no
757,5.0,4.0,1.0,2.0,5.0,2.0,2.0,4,4.0,2.0,4.0,4.0,former smoker,drink a lot,3.0,few hours a day,4.0,female,right handed,no
758,5.0,4.0,1.0,2.0,2.0,2.0,2.0,5,3.0,1.0,3.0,3.0,never smoked,social drinker,3.0,few hours a day,3.0,male,right handed,no
759,5.0,5.0,3.0,2.0,2.0,3.0,2.0,5,2.0,3.0,2.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,yes
760,5.0,1.0,4.0,1.0,3.0,4.0,3.0,3,2.0,3.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,2.0,female,right handed,yes
761,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,former smoker,drink a lot,2.0,few hours a day,5.0,male,right handed,no
762,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,social drinker,4.0,less than an hour a day,5.0,male,right handed,yes
763,5.0,5.0,3.0,3.0,1.0,3.0,3.0,3,5.0,1.0,5.0,4.0,,never,4.0,few hours a day,4.0,male,left handed,no
764,5.0,2.0,1.0,2.0,2.0,3.0,5.0,5,5.0,4.0,5.0,4.0,never smoked,social drinker,4.0,less than an hour a day,2.0,female,right handed,no
765,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,3.0,3.0,never smoked,social drinker,3.0,few hours a day,4.0,male,right handed,no
766,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5.0,3.0,3.0,2.0,current smoker,drink a lot,5.0,most of the day,4.0,female,left handed,no
767,1.0,3.0,2.0,5.0,5.0,3.0,3.0,4,2.0,2.0,3.0,4.0,former smoker,never,3.0,few hours a day,3.0,male,left handed,no
768,4.0,4.0,1.0,1.0,2.0,3.0,4.0,5,4.0,2.0,3.0,4.0,current smoker,social drinker,2.0,few hours a day,4.0,male,right handed,no
769,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,never smoked,never,3.0,less than an hour a day,4.0,female,right handed,yes
770,1.0,2.0,1.0,2.0,3.0,4.0,5.0,4,3.0,2.0,1.0,2.0,former smoker,social drinker,2.0,less than an hour a day,5.0,female,right handed,no
771,5.0,1.0,2.0,1.0,3.0,2.0,1.0,4,3.0,2.0,4.0,4.0,tried smoking,drink a lot,3.0,few hours a day,4.0,male,right handed,yes
772,5.0,4.0,3.0,2.0,2.0,2.0,4.0,5,5.0,4.0,4.0,4.0,current smoker,social drinker,3.0,few hours a day,2.0,female,right handed,no
773,5.0,4.0,2.0,2.0,2.0,2.0,5.0,5,4.0,3.0,2.0,4.0,current smoker,drink a lot,3.0,less than an hour a day,3.0,female,right handed,yes
774,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2,4.0,2.0,2.0,2.0,tried smoking,social drinker,4.0,most of the day,2.0,female,left handed,yes
775,5.0,5.0,3.0,2.0,2.0,2.0,3.0,5,3.0,3.0,3.0,2.0,tried smoking,social drinker,5.0,few hours a day,3.0,female,right handed,no
776,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,tried smoking,social drinker,5.0,few hours a day,4.0,male,right handed,no
777,5.0,1.0,3.0,1.0,1.0,2.0,1.0,1,1.0,2.0,1.0,2.0,former smoker,social drinker,3.0,few hours a day,3.0,male,right handed,no
778,5.0,5.0,4.0,3.0,4.0,3.0,5.0,5,3.0,3.0,4.0,5.0,tried smoking,social drinker,3.0,few hours a day,5.0,female,right handed,yes
779,5.0,5.0,1.0,3.0,3.0,2.0,5.0,2,1.0,1.0,4.0,1.0,never smoked,social drinker,3.0,less than an hour a day,3.0,female,right handed,yes
780,5.0,5.0,2.0,1.0,2.0,3.0,1.0,5,3.0,2.0,3.0,3.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
781,4.0,5.0,1.0,3.0,1.0,1.0,1.0,2,1.0,3.0,5.0,4.0,never smoked,social drinker,3.0,less than an hour a day,1.0,female,right handed,no
782,5.0,5.0,2.0,4.0,5.0,4.0,2.0,1,1.0,3.0,3.0,3.0,never smoked,social drinker,4.0,most of the day,1.0,female,right handed,no
783,5.0,5.0,3.0,1.0,,2.0,1.0,3,1.0,3.0,3.0,3.0,tried smoking,drink a lot,3.0,few hours a day,5.0,male,right handed,no
784,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2,4.0,1.0,2.0,2.0,never smoked,social drinker,4.0,few hours a day,4.0,male,left handed,no
785,4.0,4.0,1.0,1.0,1.0,3.0,1.0,3,3.0,1.0,2.0,1.0,tried smoking,social drinker,2.0,few hours a day,5.0,male,left handed,yes
786,5.0,1.0,,1.0,1.0,2.0,1.0,1,1.0,5.0,1.0,1.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,right handed,yes
787,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1,1.0,2.0,2.0,1.0,current smoker,drink a lot,4.0,few hours a day,4.0,male,right handed,no
788,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2,3.0,5.0,5.0,1.0,tried smoking,social drinker,3.0,less than an hour a day,4.0,female,left handed,no
789,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4,4.0,5.0,5.0,3.0,tried smoking,drink a lot,4.0,most of the day,5.0,male,right handed,no
790,5.0,1.0,2.0,2.0,1.0,5.0,2.0,2,1.0,4.0,3.0,4.0,former smoker,never,2.0,few hours a day,1.0,female,right handed,yes
791,5.0,1.0,2.0,1.0,2.0,2.0,2.0,5,4.0,1.0,3.0,2.0,tried smoking,social drinker,3.0,few hours a day,1.0,female,right handed,no
792,5.0,3.0,3.0,3.0,3.0,4.0,1.0,1,4.0,4.0,5.0,4.0,former smoker,social drinker,4.0,less than an hour a day,4.0,male,right handed,no
793,2.0,2.0,3.0,3.0,3.0,4.0,1.0,5,5.0,1.0,3.0,3.0,former smoker,never,5.0,few hours a day,3.0,male,right handed,no
794,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,3.0,tried smoking,social drinker,3.0,less than an hour a day,5.0,male,right handed,no
795,5.0,5.0,1.0,1.0,1.0,1.0,5.0,5,3.0,3.0,1.0,5.0,current smoker,drink a lot,4.0,most of the day,5.0,female,right handed,yes
796,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5,3.0,4.0,3.0,4.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,male,left handed,no
797,5.0,1.0,3.0,2.0,1.0,2.0,1.0,1,1.0,2.0,1.0,2.0,former smoker,social drinker,3.0,few hours a day,2.0,male,right handed,no
798,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1,5.0,2.0,3.0,3.0,current smoker,social drinker,3.0,few hours a day,4.0,female,right handed,no
799,5.0,5.0,2.0,1.0,3.0,2.0,3.0,3,2.0,2.0,2.0,4.0,never smoked,social drinker,3.0,few hours a day,3.0,male,right handed,yes
800,5.0,1.0,3.0,2.0,1.0,1.0,3.0,4,2.0,4.0,2.0,1.0,never smoked,never,3.0,few hours a day,5.0,male,right handed,no
801,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1,1.0,4.0,2.0,3.0,current smoker,drink a lot,1.0,less than an hour a day,1.0,female,right handed,no
802,5.0,4.0,1.0,2.0,3.0,5.0,5.0,2,1.0,4.0,1.0,3.0,former smoker,drink a lot,3.0,few hours a day,4.0,female,right handed,yes
803,5.0,3.0,1.0,1.0,1.0,2.0,5.0,5,4.0,3.0,3.0,1.0,current smoker,social drinker,4.0,most of the day,2.0,female,right handed,no
804,5.0,5.0,1.0,1.0,1.0,5.0,5.0,5,4.0,3.0,3.0,4.0,tried smoking,social drinker,4.0,most of the day,1.0,female,right handed,no
805,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5,5.0,5.0,5.0,4.0,former smoker,social drinker,4.0,few hours a day,4.0,female,left handed,no
806,1.0,5.0,2.0,1.0,2.0,3.0,1.0,5,1.0,2.0,4.0,3.0,tried smoking,social drinker,3.0,few hours a day,2.0,male,right handed,no
807,3.0,5.0,1.0,1.0,1.0,1.0,4.0,5,2.0,3.0,3.0,3.0,current smoker,never,2.0,few hours a day,4.0,male,right handed,yes
808,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1.0,1.0,3.0,3.0,tried smoking,drink a lot,3.0,few hours a day,4.0,male,right handed,no
809,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5,1.0,1.0,4.0,2.0,never smoked,drink a lot,2.0,most of the day,5.0,male,right handed,yes
810,5.0,5.0,1.0,3.0,4.0,5.0,5.0,5,4.0,5.0,4.0,1.0,current smoker,social drinker,3.0,few hours a day,1.0,male,right handed,no
811,5.0,5.0,4.0,1.0,2.0,2.0,3.0,2,3.0,4.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,3.0,male,right handed,no
812,5.0,4.0,5.0,3.0,2.0,4.0,1.0,5,2.0,3.0,4.0,4.0,never smoked,never,2.0,few hours a day,3.0,female,right handed,no
813,5.0,5.0,2.0,2.0,2.0,3.0,1.0,5,2.0,3.0,4.0,4.0,never smoked,never,2.0,few hours a day,4.0,male,right handed,no
814,5.0,5.0,3.0,4.0,5.0,4.0,5.0,3,5.0,4.0,5.0,4.0,current smoker,social drinker,1.0,few hours a day,5.0,female,right handed,yes
815,5.0,5.0,1.0,1.0,1.0,3.0,1.0,1,1.0,1.0,1.0,1.0,tried smoking,social drinker,3.0,few hours a day,4.0,male,right handed,no
816,5.0,5.0,1.0,2.0,3.0,4.0,5.0,1,3.0,5.0,5.0,1.0,current smoker,drink a lot,4.0,few hours a day,5.0,male,right handed,yes
817,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1.0,1.0,1.0,1.0,former smoker,drink a lot,5.0,most of the day,1.0,male,right handed,yes
818,4.0,4.0,2.0,1.0,1.0,5.0,1.0,1,1.0,1.0,1.0,5.0,never smoked,social drinker,3.0,few hours a day,1.0,male,right handed,no
819,5.0,5.0,5.0,2.0,2.0,1.0,2.0,3,2.0,1.0,1.0,1.0,never smoked,social drinker,3.0,less than an hour a day,2.0,female,right handed,yes
820,5.0,1.0,3.0,1.0,1.0,3.0,4.0,5,3.0,1.0,3.0,3.0,tried smoking,social drinker,4.0,few hours a day,1.0,female,right handed,no
821,5.0,5.0,4.0,2.0,3.0,5.0,3.0,5,4.0,3.0,3.0,4.0,never smoked,never,3.0,few hours a day,3.0,male,right handed,no
822,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4,1.0,1.0,1.0,4.0,current smoker,drink a lot,1.0,few hours a day,3.0,female,right handed,no
823,5.0,1.0,2.0,2.0,1.0,1.0,2.0,2,3.0,4.0,5.0,2.0,current smoker,never,2.0,few hours a day,5.0,male,right handed,yes
824,5.0,5.0,2.0,2.0,5.0,1.0,1.0,1,1.0,5.0,1.0,2.0,current smoker,social drinker,3.0,most of the day,1.0,female,right handed,no
825,4.0,5.0,2.0,1.0,5.0,2.0,2.0,1,1.0,4.0,3.0,3.0,tried smoking,drink a lot,3.0,few hours a day,3.0,female,,no
826,5.0,1.0,1.0,2.0,3.0,3.0,4.0,3,4.0,1.0,4.0,2.0,tried smoking,drink a lot,3.0,few hours a day,2.0,female,right handed,no
827,5.0,2.0,2.0,3.0,2.0,3.0,2.0,2,2.0,2.0,4.0,2.0,tried smoking,drink a lot,4.0,few hours a day,2.0,female,right handed,no
828,1.0,2.0,4.0,3.0,2.0,4.0,2.0,3,4.0,3.0,2.0,4.0,tried smoking,social drinker,3.0,few hours a day,2.0,male,right handed,no
829,5.0,2.0,1.0,1.0,2.0,5.0,4.0,1,1.0,1.0,1.0,1.0,tried smoking,social drinker,5.0,few hours a day,3.0,female,right handed,yes
830,5.0,5.0,1.0,1.0,2.0,1.0,5.0,5,3.0,4.0,3.0,4.0,former smoker,drink a lot,4.0,most of the day,5.0,female,right handed,no
831,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3,3.0,2.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,3.0,female,right handed,no
832,5.0,2.0,2.0,1.0,4.0,1.0,5.0,5,1.0,1.0,4.0,1.0,tried smoking,social drinker,3.0,few hours a day,2.0,female,right handed,yes
833,3.0,1.0,1.0,1.0,3.0,2.0,2.0,5,2.0,2.0,2.0,1.0,current smoker,social drinker,3.0,few hours a day,1.0,male,right handed,yes
834,4.0,3.0,5.0,1.0,4.0,4.0,4.0,3,2.0,3.0,2.0,4.0,tried smoking,social drinker,4.0,less than an hour a day,4.0,male,right handed,no
835,4.0,1.0,1.0,2.0,1.0,1.0,3.0,2,1.0,4.0,3.0,1.0,never smoked,social drinker,3.0,few hours a day,3.0,male,right handed,yes
836,5.0,4.0,1.0,1.0,1.0,3.0,1.0,1,1.0,4.0,1.0,3.0,tried smoking,social drinker,2.0,few hours a day,5.0,male,right handed,yes
837,5.0,3.0,4.0,1.0,2.0,3.0,2.0,1,1.0,2.0,4.0,2.0,tried smoking,social drinker,4.0,few hours a day,1.0,male,right handed,no
838,5.0,5.0,2.0,1.0,3.0,2.0,5.0,4,3.0,2.0,3.0,3.0,former smoker,social drinker,1.0,few hours a day,4.0,female,right handed,yes
839,4.0,5.0,3.0,3.0,3.0,1.0,2.0,2,2.0,5.0,4.0,2.0,current smoker,drink a lot,3.0,few hours a day,3.0,female,right handed,no
840,5.0,3.0,2.0,2.0,3.0,2.0,2.0,4,2.0,4.0,5.0,3.0,former smoker,social drinker,4.0,most of the day,4.0,female,right handed,no
841,5.0,1.0,5.0,3.0,1.0,3.0,4.0,4,4.0,3.0,3.0,2.0,tried smoking,social drinker,5.0,few hours a day,5.0,male,left handed,no
842,,4.0,1.0,5.0,5.0,3.0,5.0,5,5.0,1.0,5.0,3.0,former smoker,social drinker,1.0,few hours a day,1.0,female,right handed,yes
843,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1,5.0,4.0,5.0,3.0,former smoker,social drinker,3.0,few hours a day,5.0,female,right handed,no
844,5.0,4.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,3.0,1.0,former smoker,never,4.0,few hours a day,5.0,male,right handed,no
845,4.0,4.0,2.0,5.0,3.0,3.0,3.0,4,4.0,5.0,5.0,4.0,current smoker,drink a lot,3.0,most of the day,3.0,female,right handed,yes
846,5.0,5.0,5.0,2.0,2.0,4.0,5.0,5,5.0,4.0,5.0,3.0,current smoker,social drinker,4.0,few hours a day,3.0,female,right handed,no
847,5.0,5.0,2.0,1.0,2.0,4.0,4.0,4,5.0,2.0,1.0,4.0,tried smoking,drink a lot,1.0,few hours a day,2.0,female,left handed,no
848,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,former smoker,drink a lot,2.0,few hours a day,5.0,male,right handed,no
849,3.0,4.0,1.0,3.0,4.0,1.0,4.0,3,2.0,5.0,3.0,2.0,current smoker,never,2.0,most of the day,1.0,female,left handed,no
850,4.0,5.0,3.0,4.0,1.0,2.0,5.0,1,1.0,3.0,2.0,4.0,tried smoking,social drinker,4.0,few hours a day,5.0,female,right handed,yes
851,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2.0,5.0,3.0,current smoker,social drinker,5.0,few hours a day,5.0,male,right handed,no
852,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2.0,1.0,tried smoking,social drinker,4.0,few hours a day,5.0,male,right handed,no
853,5.0,5.0,1.0,1.0,1.0,1.0,1.0,2,3.0,3.0,4.0,1.0,former smoker,social drinker,5.0,few hours a day,1.0,female,right handed,no
854,5.0,3.0,3.0,1.0,2.0,4.0,5.0,5,3.0,4.0,2.0,1.0,tried smoking,drink a lot,4.0,few hours a day,4.0,male,left handed,yes
855,5.0,3.0,4.0,1.0,1.0,1.0,4.0,4,1.0,2.0,3.0,5.0,current smoker,social drinker,4.0,few hours a day,4.0,male,right handed,no
856,5.0,5.0,2.0,2.0,2.0,2.0,4.0,5,5.0,1.0,4.0,2.0,current smoker,drink a lot,3.0,few hours a day,2.0,female,right handed,no
857,5.0,5.0,1.0,1.0,2.0,1.0,2.0,4,1.0,5.0,3.0,3.0,current smoker,social drinker,4.0,most of the day,2.0,male,right handed,no
858,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,3.0,tried smoking,social drinker,3.0,few hours a day,3.0,male,right handed,no
